BOR;AN;FI;RS;FI_EJ;PALIA_A1;PALIA_A2;PALIA_A3;PALIA_A4;PALIA_A5;PALIA_A6;PALIA_A7;PALIA_A8;PALIA_A9;PALIA_A21;PALIA_A22;PALIA_A23;PALIA_A10;PALIA_A11;PALIA_A12;PALIA_A13;PALIA_A14;PALIA_A15;PALIA_A16;PALIA_A17;PALIA_A18;PALIA_A24;PALIA_A19;PALIA_A20;USP_EFFLIB_PM;USP_EFFLIB_PMPAL;USP_EFFLIB_CADRES;USP_EFFLIB_IDE;USP_EFFLIB_IDEPAL;USP_EFFLIB_AIDES;USP_EFFLIB_PSY;USP_EFFLIB_PNMAUT;USP_ETPSAL_PM;USP_ETPSAL_PMPAL;USP_ETPSAL_CADRES;USP_ETPSAL_IDE;USP_ETPSAL_IDEPAL;USP_ETPSAL_AIDES;USP_ETPSAL_PSY;USP_ETPSAL_PNMAUT;EMSP_EFFLIB_PM;EMSP_EFFLIB_PMPAL;EMSP_EFFLIB_CADRES;EMSP_EFFLIB_IDE;EMSP_EFFLIB_IDEPAL;EMSP_EFFLIB_AIDES;EMSP_EFFLIB_PSY;EMSP_EFFLIB_PNMAUT;EMSP_ETPSAL_PM;EMSP_ETPSAL_PMPAL;EMSP_ETPSAL_CADRES;EMSP_ETPSAL_IDE;EMSP_ETPSAL_IDEPAL;EMSP_ETPSAL_AIDES;EMSP_ETPSAL_PSY;EMSP_ETPSAL_PNMAUT
PALIA;2023;770000149;CH SUD SEINE ET MARNE FONTAINEBLEAU;770021152;1;10;;;83;1;1;10;169;;;;1;6661;;;1807;;;;1245;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;770000156;CH DE MELUN SITE SANTEPOLE;770110054;1;5;0;0;62;0;;;;;;;1;2333;0;0;0;0;0;0;362;1;0;65;;;;;;;;;0;0;;;;;;;0;0;;1;;;1;;1;1;;1;;0;0.86;0.25
PALIA;2023;770000164;CH SUD SEINE ET MARNE SITE MONTEREAU;770021152;1;5;;;31;0;;;;;;;1;6661;;;1817;;;;1452;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;770000172;CH DE PROVINS LEON BINET;770110070;1;8;3;0;45;0;;;;;;;1;690;1;0;104;;104;;179;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;770000446;CH DE MEAUX SITE SAINT FARON;770021145;1;10;;;55;0;;;;;;;1;2784;;;0;;;;292;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.8;;;2;;0.67;1.08;0.8
PALIA;2023;770019032;GHEF MARNE LA VALLEE SITE JOSSIGNY;770021145;1;15;;;77;0;;;;;;;1;2444;;1;;;;;539;;27;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;;;1.6;;;0.51;1
PALIA;2023;770020477;HOP FORCILLES FONDATION COGNACQ JAY;750720468;1;7;8;;42;1;1;14;279;0;0;0;1;380;;0;0;;;;170;;50;0;;;;;;;;;4;4;1;7.5;;7.5;1;1.3;;;;;;;;;;;;2;;;;
PALIA;2023;770300010;HOPITAL PRIVE DE MARNE CHANTEREINE;770004299;1;3;;;159;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;770300143;CLINIQUE SAINT JEAN L ERMITAGE;770000362;1;7;;;141;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;780000287;CH FRANCOIS QUESNAY MANTES;780110011;1;14;;;363;0;;;;;;;1;2012;1;1;;;;;397;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0.58;;1.6;;;0.8;0.5
PALIA;2023;780000295;CHI DE MEULAN LES MUREAUX;780002697;1;12;0;0;93;0;;;;;;;1;1381;4;1;38;24;12;2;308;16;282;112;;;;;;;;;;;;2.25;;2.5;0.6;0.5;;;;;;;;;;;;;;;;
PALIA;2023;780000303;CENTRE HOSPITALIER DE PLAISIR;780024113;1;8;8;0;12;0;;;;;;;1;2318;1;1;;;;;151;7;4;26;;;;;;;;;;;;;;;;;;;;;;;;;1;;0.1;2;;;0.3;
PALIA;2023;780000311;CHI POISSY ST GERMAIN SITE DE POISSY;780001236;1;10;0;0;330;0;;;;;;;1;5278;;;56;42;4;10;627;;45;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.06
PALIA;2023;780000329;CH DE RAMBOUILLET;780110052;1;9;0;0;113;0;;;;;;;1;3232;3;2;65;17;37;11;426;10;50;25;;;;;;;;;;;;;;;;;;;;;;;;;1;;;2;2;;0.57;
PALIA;2023;780000352;HOPITAL DU VESINET CENTRE;780110094;0;;;;;0;;;;;;;1;1023;;;;;;;77;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;;;0.5;
PALIA;2023;780000378;CH LOCAL DE HOUDAN;780130027;0;;;;;1;1;10;149;0;0;0;1;608;4;3;489;19;470;0;118;0;81;14;;;;;;;;;1.28;;0.49;12.78;;9;1.23;0.95;;;;;;;;;;;;;;;;
PALIA;2023;780000428;CHI MEULAN (SITE DE BECHEVILLE);780002697;0;;;;;1;1;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;780140018;INSTITUT MGEN DE LA VERRIERE;750005068;0;;;;;1;1;12;263;;;;0;;;;;;;;;;;;;;;;;;;;1.52;;0.64;7.96;;9.71;0.02;0.35;;;;;;;;;;;;;;;;
PALIA;2023;780150066;HOPITAL LA PORTE VERTE;780808614;1;5;;;481;1;1;12;296;;;;0;;;;;;;;;;;;;;;;;;;;2.18;;0.77;5.19;;11.55;0.13;3.36;;;;;;;;;;;;;;;;
PALIA;2023;780300414;CH PRIVE DE L EUROPE;780000675;1;6;;;76;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;780300422;HOPITAL PRIVE DE L OUEST PARISIEN;780002259;1;4;;;80;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;780800256;CH DE VERSAILLES SITE ANDRE MIGNOT;780110078;1;16;;;96;0;;;;;;;1;7314;;;;;;;706;;69;26;;;;;;;;;;;;;;;;;;;;;;;;;2;2;0.1;1.6;;;0.85;
PALIA;2023;790000087;CENTRE HOSPITALIER DE NIORT;790000012;1;10;0;0;237;1;1;12;272;;;;1;2068;26;10;666;100;145;421;576;;151;7;;;;;;;;;4.05;3.78;0.5;9.47;;8.76;0.5;2.9;;;;;;;;;0.8;0.8;0.5;3.75;;;1.9;1.52
PALIA;2023;790000111;CH HAUT VAL SEVRE & MELLOIS - ST MAIX.;790019491;1;5;;;33;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;790000137;CH HAUT VAL SEVRE & MELLOIS - MELLE;790019491;1;4;4;;4;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;790000145;CTRE HOSPITALIER DE MAULEON;790000079;1;3;3;;12;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;790009948;POLYCLINIQUE D'INKERMANN;790001242;1;4;;;23;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0.2;0.2;;0.1;;;;;;;;;;;;;;;;;
PALIA;2023;790019848;SITE HOSPITALIER FAYE L'ABBESSE;790006654;1;12;;;162;0;;;;;;;1;580;20;0;211;0;40;171;267;0;84;2;;;;;;;;;;;;;;;;;;;;;;;;;0.5;;0.07;1.8;;;0.75;0.95
PALIA;2023;800000143;CH ABBEVILLE;800000028;1;10;0;0;159;0;;;;;;;1;261;15;4;5;0;1;4;91;0;0;10;;;;;;;;;;;;;;;;;;;;;;;;;0.1;0.1;;1.41;;;0.8;0.51
PALIA;2023;800000200;CH CORBIE;800000051;1;4;;;20;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;800000226;CH DOULLENS;800000069;1;4;2;;82;0;;;;;;;1;1817;;;209;;;;256;;68;288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;800000275;CH HAM;800000077;1;5;3;0;80;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;800000390;CH CHIMR MONTDIDIER;800000085;1;5;0;0;37;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;800000432;CH PÉRONNE;800000093;1;5;3;0;84;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;800000507;CH CHIBS SAINT-VALERY-SUR-SOMME;800000135;1;8;;;2976;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;800000614;CHU AMIENS SAINT VICTOR;800000044;0;;;;;1;1;10;205;;;10;0;;;;;;;;;;;;;;;;;;;;2.57;;0.81;9.47;;9.99;1;4.21;;;;;;;;;;;;;;;;
PALIA;2023;800006124;CHU AMIENS SUD;800000044;1;18;0;2;206;0;;;;;;;1;3275;12;6;16;1;15;0;704;0;609;21;;;;;;;;;;;;;;;;;;;;;;;;;2.22;;0.1;3.02;;;1.7;1.5
PALIA;2023;800009920;CLINIQUE VICTOR PAUCHET DE BUTLER;800003071;1;12;;;160;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;800013179;CLINIQUE DE L'EUROPE;800013138;1;4;;;39;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;810000158;SSR LE REFUGE PROTESTANT MAZAMET;240000265;1;1;1;;4;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;810000224;CL CLAUDE BERNARD ALBI;810000471;1;12;0;0;398;0;;;;;;;1;398;;;0;;;;219;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;810000448;POLYCLI FILIERIS STE BARBE CARMAUX;750050759;1;8;;;115;0;;;;;;;1;57;5;0;6;0;4;2;50;0;18;6;;;;;;;;;;;;;;;;;;;;;;;;;0.25;0.25;0.2;;;;0.1;0.1
PALIA;2023;810000505;CH ALBI;810000331;1;6;;;148;0;;;;;;;1;1070;;;2;;;2;348;0;30;2;;;;;;;;;0.7;0.7;;2.3;2.3;;0.5;0.6;;;;;;;;;0.7;0.7;0.2;2.3;2.3;;0.5;0.6
PALIA;2023;810000513;CH GAILLAC;810000349;1;5;0;0;70;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;810000521;CHIC CASTRES MAZAMET SITE AUTAN;810000380;0;;;;;1;1;8;270;;;;1;467;3;0;38;;;;482;;0;0;;;;;;;;;1.88;;0.5;10.87;;11.98;1.3;0.5;;;;;;;;;0.47;;;0.31;;;0.5;0.2
PALIA;2023;810000539;CH GRAULHET;810000398;1;5;0;0;55;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;810000562;CH LAVAUR SITE GUIRAUD;810000455;1;1;;;95;0;;;;;;;1;552;;;;;;;105;;14;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.16;;;;
PALIA;2023;810003954;CENTRE CRPA VALENCE D'ALBIGEOIS;810099903;1;5;5;0;7;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;810101170;CL TOULOUSE LAUTREC ALBI;810101162;1;3;3;;0;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;820000032;CH MONTAUBAN;820000016;1;10;2;0;253;0;;;;;;;1;1099;24;7;46;0;14;32;279;;63;0;;;;;;;;;;;;;;;;;;;;;;;;;0.44;0.44;;1.32;;;1;
PALIA;2023;820000057;CL PONT DE CHAUME MONTAUBAN;820000131;1;6;;;117;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;820000198;CHI CASTELSARRASIN MOISSAC SITE CASTE;820004950;1;4;4;;37;0;;;;;;;1;204;3;1;79;1;9;69;154;1;99;29;;;;;;;;;;;;;;;;;;;;;;;;;0.3;;;;;;1;1
PALIA;2023;820000420;CH TURENNE NEGREPELISSE;820000206;1;1;;;15;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;820000883;CHI CASTELSARRASIN MOISSAC SITE MOISSA;820004950;1;2;;;30;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;830000287;CH LA DRACENIE DE DRAGUIGNAN;830100525;1;4;0;0;19;1;1;10;239;;;0;1;566;40;14;1012;576;104;332;1463;;;36;;;;;;;;;0.6;0.6;0.15;9.08;0;10.01;0.92;5.93;;;;;;;;;1.55;1.55;0.04;3.83;1.83;;1.71;3
PALIA;2023;830000311;CHI DE FREJUS SAINT RAPHAEL;830100566;1;4;;;111;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;830000337;CENTRE HOSPITALIER DE SAINT TROPEZ;830100590;1;2;;;84;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;830000345;CHITS CH SAINTE MUSSE;830100616;1;9;;;257;0;;;;;;;1;4374;;;;;;;659;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;0;0;0;0;0;0
PALIA;2023;830009528;CHI FREJUS ST RAPAHEL GERONTO MED SSR;830100566;1;4;4;0;8;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;830016556;CLINIQUE LES ESPERELS;830000451;1;4;;;65;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;830017372;MOYEN SEJOUR DU COS BEAUSEJOUR;750721235;1;10;10;;74;0;;;;;;;1;6;40;5;627;36;31;560;419;0;0;34;;;;;;;;;;;;;;;;;1;1;;;;;;;1;1;1;3;2;0;1.49;3.62
PALIA;2023;830100012;APHP HOPITAL SAN SALVADOUR;750712184;1;2;2;2;2;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;0.42;;;;0.27;;;;;;;;;;;;;;;;
PALIA;2023;830100251;CLINIQUE DU CAP D'OR;830000063;1;6;;;279;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;830100574;HIA SAINTE ANNE;750821092;1;6;;;70;0;;;;;;;1;1774;0;0;0;0;0;0;428;12;21;31;0;;0;0;;0;0;0;0;;0;0;;0;0;0;0;0;0;0;;0;0;0;1.6;1.6;0.2;1;1;0;0.4;0
PALIA;2023;830100608;CHITS CH GEORGE SAND;830100616;1;4;;;74;1;1;12;233;;;;1;210;2;;0;;;;124;;46;49;;;;;;;;;4.7;;1.3;11.98;;9.01;1;3.6;;;;;;;;;;;0;0;;0;0.7;1.5
PALIA;2023;830100681;CENTRE SSR MGEN PIERRE CHEVALIER;750005068;1;12;12;;142;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;830200507;ETABLISSEMENT DE SANTE JEAN LACHENAUD;830013678;1;6;6;;35;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;830202743;CHITS HOPITAL GEORGES CLEMENCEAU;830100616;0;;;;;0;;;;;;;1;150;;;;;;;40;;;;;;;;;;;;;;0;0;0;0;0;0;;;;;;;;;;;0;0;0;0;0;0
PALIA;2023;840000202;CSSR LE MYLORD SITE POLE SANTE;130037815;1;3;3;;56;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;840000343;CENTRE HOSPITALIER DU PAYS D'APT;840000012;1;2;;;68;0;;;;;;;1;199;5;1;16;0;7;9;116;4;0;11;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;
PALIA;2023;840000350;INSTITUT SAINTE CATHERINE;840000657;1;8;0;0;112;1;1;12;182;;;;1;4133;0;0;0;;;;527;;92;0;;;;;;;;;1.28;3;0.49;9.26;;10.33;1;3.51;;;;;;;;;0.52;3;0;0.89;1;1.01;0.78;0.8
PALIA;2023;840000418;CHI DE CAVAILLON LAURIS;840004659;1;3;;;77;0;;;;;;;1;152;10;2;240;152;23;65;381;0;160;160;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0.25;2;2;;0.5;0.7
PALIA;2023;840000434;CENTRE HOSPITALIER ISLE SUR LA SORGUE;840000079;1;8;3;0;167;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;840000483;CH LOUIS GIORGI D'ORANGE;840000087;1;4;4;;53;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;840000525;CH VAISON LA ROMAINE;840000111;1;6;0;0;88;0;;;;;;;1;1232;30;12;434;217;128;89;369;8;12;12;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0.15;2;0;0;1;1.6
PALIA;2023;840000533;CH JULES NIEL DE VALREAS;840000129;1;2;0;0;50;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;0;0;;0;;0;0;0;;;;;;;;;;;;;;;;
PALIA;2023;840001861;CH D'AVIGNON HENRI DUFFAUT;840006597;1;14;6;;125;1;1;10;258;;;;1;2498;17;7;174;;89;85;1170;31;90;;;;;;;;;;0.98;;0.5;10.29;;10.51;1.6;3.63;;;;;;;;;1.59;;0.5;3.81;;;1.42;1.88
PALIA;2023;850000118;CLINIQUE SAINT CHARLES;850013244;1;4;;;54;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;850000142;CHD SITE LA ROCHE SUR YON;850000019;1;18;12;0;62;1;1;8;176;;;;1;653;67;1;253;7;75;171;553;0;47;191;;;;;;;;;1.48;0;0.6;7.44;;9.07;0.57;1.45;;;;;;;;;1.88;0;0.4;3.45;;;1.9;1.38
PALIA;2023;850000175;CH LVO - SITE DE CHALLANS;850009010;1;2;;;38;0;;;;;;;1;472;25;3;255;11;104;140;663;;67;30;;;;;;;;;;;;;;;;;;;;;;;;;0.9;;0.1;1.1;;;0.5;0.3
PALIA;2023;850000191;HOPITAL DUMONTE;850000043;1;2;1;0;17;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;850000209;CHD-SITE DE LUCON;850000019;1;4;;;49;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;850000225;CHD - SITE DE MONTAIGU;850000019;1;3;3;;27;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;850000241;CENTRE HOSPITALIER COTE DE LUMIÈRE;850000084;1;6;;;187;0;;;;;;;1;930;0;1;2;2;;;204;14;0;22;0;0;;;;;;;0;0;;;;;;;0;0;;;;;;;0;0;0;0.91;;;0.48;0.3
PALIA;2023;850000399;SSR LA CHIMOTAIE;750005068;1;13;13;;66;0;;;;;;;1;7;1;0;17;9;8;0;17;0;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1.96;;;0.44;
PALIA;2023;850000647;CH DES COLLINES VENDEENNES;850025867;1;5;5;0;77;0;;;;;;;1;274;42;3;706;30;72;604;210;0;124;154;;;;;;;;;0.15;0.15;0.07;1.51;;2.14;0.5;0.29;;;;;;;;;0.14;0.14;0.1;1.96;;0.69;0.5;
PALIA;2023;850006008;HAD DE VENDEE;850005968;0;;;;;0;;;;;;;1;0;0;0;2981;0;126;2855;888;0;56;56;;;;;;;;;;;;;;;;;;;;;;;;;1.29;1.29;0.2;3.41;3.41;0;2.44;1.44
PALIA;2023;850009630;CH FONTENAY SITE POLE SANTE SUD VENDEE;850000035;1;6;0;0;86;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;860000025;CHU DE POITIERS - SITE CHATELLERAULT;860014208;1;6;;;21;0;;;;;;;1;2511;;;101;39;1;;253;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.23;0.23;0;1.09;0.1;0.98;0.76;0.1
PALIA;2023;860000033;CHU DE POITIERS - SITE DE LOUDUN;860014208;1;5;;;10;0;;;;;;;1;2727;1;1;643;410;233;0;156;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.06;;0;1;0;0.9;0.2;0
PALIA;2023;860000223;CHU LA MILETRIE;860014208;1;20;3;;43;1;1;10;208;;;;1;3736;46;5;627;31;289;297;985;7;328;58;;;;;;;;;1.9;;0.8;8;0.52;8.71;0.8;1.51;;;;;;;;;1.88;;0.17;3.31;0.48;0;1.79;1
PALIA;2023;860010321;POLYCLINIQUE DE POITIERS;860010313;1;5;;;13;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;870000064;C H U DUPUYTREN LIMOGES;870000015;1;29;7;2;39;1;1;10;315;0;0;9;1;2717;23;7;879;239;296;344;1536;0;46;62;;;0;0;;0;;0;3.33;;0.5;8.64;;9.86;;3.79;;;0;0;;;0;0;1.21;;0.3;2;;;1;0.5
PALIA;2023;870000098;CENTRE HOSPITALIER SAINT JUNIEN;870000023;1;5;0;0;92;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;870000171;CENTRE LA CHENAIE;870015336;1;9;9;;89;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;870000270;CTRE HOSPITALIER J BOUTARD ST YRIEIX;870000031;1;6;2;4;66;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;870000288;CLINIQUE FRANCOIS CHENIEUX;870017415;1;6;;;228;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;870000601;HOPITAL DR RENE BARRIERE ST LEONARD;870014248;1;5;;;71;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;870001567;HOPITAL INTERCOMMUNAL DU HAUT LIMOUSIN;870014503;1;5;3;;35;0;;;;;;;1;548;8;13;1297;0;30;619;215;0;17;60;;;;;;;;;;;;;;;;;;;;;;;;;0.2;;;1.2;;;0.5;1.2
PALIA;2023;870002516;CTRE HOSPITAL MOYEN SEJOUR ST JUNIEN;870000023;1;3;3;;19;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;870003514;HOPITAL JEAN REBEYROL LIMOGES;870000015;1;7;7;0;29;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;870005931;UNITE SOINS LONGUE DUREE ST JUNIEN;870000023;1;2;;;10;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;870014859;HOPITAL DE LA MERE ET DE L'ENFANT;870000015;1;2;;2;1;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;880000039;CHI HMV - SITE GERARDMER;880009147;1;4;;;16;0;;;;;;;1;1484;;;901;;;;284;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.1;1.11;0.91;;0.6;
PALIA;2023;880000047;CHI HMV - SITE SAINT DIE DES VOSGES;880009147;1;6;;;64;0;;;;;;;1;884;;;437;;;;404;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.8;0.8;;1.96;1.96;;0.04;
PALIA;2023;880000054;CHI L'OUEST VOSGIEN SITE NEUFCHATEAU;880007299;1;4;0;0;174;0;;;;;;;1;2763;11;4;208;28;180;;427;;;7;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5;0.06;1.86;;;0.86;
PALIA;2023;880000062;CENTRE HOSPITALIER DE REMIREMONT;880780093;1;4;0;0;18;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;880000112;HOPITAL LOCAL DE CHATEL-SUR-MOSELLE;880780267;1;3;3;0;39;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;880000336;CHI E. DURKHEIM - SITE DE GOLBEY;880007059;1;12;10;;271;0;;;;;;;1;2973;23;5;508;254;214;40;818;4;136;35;;;;;;;;;;;;;;;;;;;;;;;;;1.8;;0.1;2.54;;;0.92;1
PALIA;2023;890002389;POLYCLINIQUE STE MARGUERITE AUXERRE;890000730;1;4;0;0;50;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;890971583;USLD DU CH JOIGNY;890000417;0;;;;;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;0.1;1;;;0.8;
PALIA;2023;890975527;CH AUXERRE;890000037;1;8;;;86;0;;;;;;;1;3364;0;0;0;0;0;0;440;0;82;5;;;;;;;;;;;;;;;;;;;;;;;;;0.25;;;1.86;;;0.36;1
PALIA;2023;890975535;CH AVALLON;890000409;1;4;4;;46;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PALIA;2023;890975543;CH JOIGNY;890000417;1;3;0;0;31;0;;;;;;;1;401;11;;224;19;205;;248;0;21;11;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.1;1;;;0.2;
PALIA;2023;890975550;CH SENS;890970569;1;8;0;0;5;1;1;12;329;;;12;1;1881;3;0;0;;;;525;11;92;0;;;;;;;;;0.85;0.85;1;5.99;;3;;0.99;;;;;;;;;0.97;0.97;;2;;;0.5;
PALIA;2023;890975568;CENTRE HOSPITALIER DU TONNERROIS;890000433;1;4;0;0;29;0;;;;;;;1;3;1;;;;;;29;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.93;
PALIA;2023;900003039;HNFC SITE TREVENANS;900000365;1;14;0;0;239;1;1;12;218;0;0;0;1;1076;27;0;27;2;4;21;784;;35;8;0;0;;;;;;;2.6;2.6;;14.24;;11.1;1.5;1.42;0;0;;;;;;;1.3;1.3;;7.21;;8.41;0;0.51
PALIA;2023;910000272;CH D ARPAJON;910110014;;;;;;1;;;155;;;;;;;;;;;;;;;;;;;;;;;;;;1.1;5.14;0;7.97;;0.1;;;;;;;;;;;;2.74;;;1;0.2
PALIA;2023;910000298;CENTRE HOSPITALIER DE LONGJUMEAU;910110055;1;8;;;46;0;;;;;;;1;544;;;;;;;251;;8;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;;;1.6;;;;0.1
